Title	Presenters	Description	Audio	URL																				
America's War on Terrorism: One Latter-day Saint's Perspective		"SL02362, America's War on Terrorism: One Latter-day Saint's Perspective Since 11 September, support for war, including among Latter-day Saints, has reached levels unknown since the past century's two great wars. Now that we have “won” the war in Afghanistan and are considering expanding the campaign to other theaters, perhaps it would be wise for us to pause and ask exactly what it means to declare a “war on terrorism” and what perspectives the prophets and scriptures offer us on war. If, as the D&C states, the day will come when Zion will be the only place one can flee for safety and the Latter-day Saints “the only people that shall not be at war,” perhaps we should begin thinking about how to create the conditions that would make this possible."	SL02362	http://sunstonemagazine.com/audio/SL02362.mp3																				
Church Hounds Woman to Madness: The Trials of Cora Birdsall		"SL02363, “Church Hounds Woman to Madness”: The Trials of Cora Birdsall The case of Cora Birdsall, a single Mormon woman, who in 1901 fought the Church over property rights, provides an extraordinary study of the collision between church and federal land law, the differences in ecclesiastical and civil court processes, and the struggle of a faithful woman to resolve incompatible claims of loyalty and fairness. Cora's case played a part in the Smoot hearings in Washington, furnished a battleground in Utah's newspaper wars, and divided a family. This paper puts a woman's face on the abstract issues of both land law and church discipline in an era when two clashing systems were working out an uneasy coexistence."	SL02363	http://sunstonemagazine.com/audio/SL02363.mp3																				
The Comforts and Challenges of My Faith in the Life and Death of My Developmentally Disabled Son		"SL02364, The Comforts and Challenges of My Faith in the Life and Death of My Developmentally Disabled Son I stopped writing 23 years ago. It was Christmastime. We'd been receiving cards from friends with letters and notes about how their families were growing and achieving. And I thought, “How do I write to someone and say, ‘Things are not going well in my family'? How do I admit that my child is not growing and achieving? I don't know what's wrong, and I can barely get through the days physically and psychologically.” So I simply stopped writing. Now, fifteen years after my son's death, perhaps I can start writing again and share some of the powerful effects he had on my life."	SL02364	http://sunstonemagazine.com/audio/SL02364.mp3																				
'Why Have Ye Polluted the Holy Church of God?'		"SL02365, 'Why Have Ye Polluted the Holy Church of God?' 2,500 years ago, Nephi cautioned those living in our day against being “lulled away into carnal security,” believing “all is well in Zion” and putting our trust in the precepts of any men rather than the Holy Ghost. A thousand years later, Moroni reiterated these concerns, focusing on the theme of polluted churches and asking “Why have ye polluted the Holy Church of God?” This paper examines the views of various Mormon scholars on the question, “What is this 'Holy Church of God'“ and of what importance is it to Latter-day Saints today?"	SL02365	http://sunstonemagazine.com/audio/SL02365.mp3																				
Telling Joseph Smith's Story: Five Biographers Reflect		"SL02371, Telling Joseph Smith's Story: Five Biographers Reflect This panel of highly respected authors of forthcoming biographies on Joseph Smith will tell about the approach each of them has taken in trying to produce an accurate yet compelling portrait of the Latter-day prophet. What have been their major conceptual hurdles? How have they approached the most difficult and sensitive aspects of his life and personality? What image of Joseph Smith do they find most compelling as they continue to refine their studies?"	SL02371	http://sunstonemagazine.com/audio/SL02371.mp3																				
Discussion of the Smith Family		"SL02374, Discussion of the Smith Family Following the screening of the documentary, The Smith Family, hear from both Kim Smith and the filmmaker, Tasha Oldham, about the making of the film and how the Smiths are doing today."	SL02374	http://sunstonemagazine.com/audio/SL02374.mp3																				
'Brother Brigham's Revenge': Hugh Nibley on a Spit		"SL02391, 'Brother Brigham's Revenge': Hugh Nibley on a Spit Come celebrate and commiserate, laugh and sigh, dine and duck, as friends, colleagues, and family members of Hugh Nibley have fun “zinging” him with revealing stories, sensational exaggerations, irreverent songs, and affectionate memories. It's about time this intractable, cantankerous, perspicacious, and erudite 92-year-old “gets as good as he has given.” Who knows? Maybe Hugh will even give a little more of it back this very evening. One thing's for sure, this won't be anything like your average testimony meeting!"	SL02391	http://sunstonemagazine.com/audio/SL02391.mp3																				
IS THERE A CONFLICT BETWEEN RELIGION AND SCIENCE?	Richard Rorty	"SW03001, Science and religion are often said to be irreconcilable. Are they? Can believers be intellectually responsible? Do they need to be? How strong, really, is the demand that religious faith submit to the authority of the empirical? Does that demand make science just another “god of power” for us to worship? Are there other ways to view faith so its ultimate obligation is not to correspond with the intrinsic nature of reality. but with other criteria such as the obligation to love?"	SW03001	http://sunstonemagazine.com/audio/SW03001.mp3																				
Finding Faith in Christ: The Ministry and the Miracles of Jesus Christ	Janet Brigham Rands	"SW03010, As Easter weekend is upon us, please join us for a screening and discussion of excerpts from ""Finding Faith in Christ,"" the recent Church-distributed DVD that accompanied the April 2003 Ensign."	SW03010	http://sunstonemagazine.com/audio/SW03010.mp3																				
"THE PARABLE OF THE GOOD SAMARITAN: Orthodoxy, Priesthood, Temple"	Todd Compton	"SW03022, Like intricately cut diamonds, Jesus’s parables offer multiple refractions on many intersecting issues. In the case of the parable of the Good Samaritan, I find many implications for issues such as race, finances, taxes, health insurance, temple, priesthood, orthodoxy, and love. Besides encouraging us to practice opportunistic and down- to-earth compassion, this parable subtly undercuts those who rely on narrowly viewed “orthodoxy” and offers a surprisingly stinging critique of those who focus on a spiritless experience with priesthood and the temple. I believe the parable calls us to radically redefine priesthood and temple worship as first and foremost centering on compassion. The session closes with an extended anti-Republican rant."	SW03022	http://sunstonemagazine.com/audio/SW03022.mp3																				
"JESUS WANTS ME FOR A SUNBEAM, To Shine a Light on A Needed Sunday School Class"	"Lynn Christensen, Mel Tungate"	"SW03023, Imagine asking your bishop to form a Sunday School class for inactive members. If he says the Church provides a Gospel Essentials class, tell him the people you have in mind are returned missionaries, and former members of Relief Society and priesthood quorum presidencies who would not be well-suited for an investigator’s forum: a re-investigator’s class, yes, but not the type given those who are meeting the Church for the first time. The Catholic Church in my area recently ran newspaper ads inviting inactive Catholics to the priest’s home and stating, “any questions are welcome.” I have since collected much information about “Re-membering Catholics” courses and talked to several local LDS leaders about hosting something similar for inactive Mormons. So far, they have not been enthusiastic. I will present some of the Catholic materials and  responses I’ve received. How could these ideas be tweaked to fit this important need within Mormonism?"	SW03023	http://sunstonemagazine.com/audio/SW03023.mp3																				
"THE COMPLETE CONCORDANCE OF THE BOOK OF MORMON BY GEORGE REYNOLDS--The Man, the Book and it's Uses"	"Terry Terman, Ladd Fowler"	"SW03024, I have recently become very impressed by a little-known but important work, the Complete Concordance of The Book of Mormon, by George Reynolds (1842– 1909), a former secretary to the First Presidency, who began work on the concordance while imprisoned for polygamy. This session focuses on the story of this book, it’s author, publishing history, and the many ways it outshines the indexes in today’s LDS scriptures as well as electronic search engines."	SW03024	http://sunstonemagazine.com/audio/SW03024.mp3																				
IN SUPPORT OF POLYANDRY	"Glenn Cornett, Richard Rands, Mary Ellen Robertson"	"SW03025, Recent Sunstone symposiums have given a public forum to defenders of Mormonism’s past practice of polygamy. It’s time to consider the benefits of an alternative lifestyle!"	SW03025	http://sunstonemagazine.com/audio/SW03025.mp3																				
DISCUSSION: FATIGUE IS A FEMINIST ISSUE	Mary Ellen Robertson	"SW03031, Many long-time Mormon feminists are tired. Some say we’ve lost ground over the years and are discouraged. Come join in a guided discussion/strategy meeting to discuss Mormon feminism, the issues we explore, and what we can do to rejuvenate. Some questions to start the discussion: • What issues still engage us? • What issues move us to action/activism/advocacy? • If you had only one ounce of strength left, which issue would it go to? • Which issues have you stopped flogging or given up on? Why? • What would help Mormon feminists rejuvenate?"	SW03031	http://sunstonemagazine.com/audio/SW03031.mp3																				
THE CHURCH'S UNFINISHED BUSINESS OF RACE: New Perspectives	"Newell Bringhurst, Darron Smith"	"SW03032, A re-visitation of the 1978 Black Revelation from new and different perspectives. The presenters, co-editors of a forthcoming volume, Blacks and Mormons: Race in  in American Church, will consider events and circumstances surrounding the revelation within the context of the Church’s “unfinished business of race.” What conditions brought about the revelation? How have Latter-day Saints dealt with Mormon racist scriptural folklore? How did the revelation impact LDS concepts of “whiteness” versus  ""blackness”? In the twenty-five years since the revelation, what new insights and views have appeared?"	SW03032	http://sunstonemagazine.com/audio/SW03032.mp3																				
101 REASONS TO AVOID THE OMNIS	"David H. Bailey, Kim McCall"	"SW03034, Christian theology pays significant obeisance to the idea of God as omniscient, omnipotent, omnipresent, and omnific. Some Mormon thinkers have begun to endorse this idea, but there are many important reasons to avoid inconsistencies in these claims."	SW03034	http://sunstonemagazine.com/audio/SW03034.mp3																				
COULD JOSEPH SMITH HAVE WRITTEN THE BOOK OF MORMON? Part III: The Case Against Automaticity	"Robert A. Rees, Janet Brigham Rands"	"SW03035, For several years, I’ve been examining various challenges to Joseph Smith’s claim that he translated the Book of Mormon through the gift and power of God. In this third installment, I examine the theory some naturalist critics have turned to as a more rational explanation: that it was the product of “automatic” or “spirit” writing, similar to  the processes said to have produced such works as the Course in Miracles and the Urantia Book. In this paper, I examine the Book of Mormon in relation to the phenomenon  of automatic writing as well as new scientific explorations of communication from the spirit world."	SW03035	http://sunstonemagazine.com/audio/SW03035.mp3																				
WILL THE REAL LAMANITES PLEASE STAND UP?	"Armand Mauss, Thomas W. Murphy"	"SW03041, In a book just off the press, Armand Mauss traces the changing definitions and understandings of the term “Lamanite” across Mormon history and explains why such changes have occurred, not only with regard to Lamanites but also in reference to black Africans, Jews, Anglo-Ephraimites, and Israelites in general. These changes  make for a fascinating study of the reflexive nature of Church doctrine and theology as Latter-day Saints and their leaders meet the world."	SW03041	http://sunstonemagazine.com/audio/SW03041.mp3																				
A BIOGRAPHER'S BURDEN: DECONSTRUCTING ROBERT REMINI'S JOSEPH SMITH AND WILL BAGLEY'S BRIGHAM YOUNG	"Newell G. Bringhurst, Will Bagley"	"SW03042, Two recent books, Joseph Smith, by Robert V. Remini, and Blood of the Prophets: Brigham Young and the Massacre at Mountain Meadows, by Will Bagley, each present fresh, illuminating insights into their subjects. But each work also suffers from significan’t shortcomings that illuminate what I call “the biographer’s burden,” the responsibility to treat personalities, motivations, and deeds in all their complexity."	SW03042	http://sunstonemagazine.com/audio/SW03042.mp3																				
PEACE PROSPECTS IN THE MIDDLE EAST	"Blake Ricks, Omar Kader, J. Bonner Ritchie"	"SW03043, Join two of Mormonism’s most experienced foreign policy analysts and dedicated peacemakers for a wide-ranging discussion of recent events in the Middle East, especially those related to the Israeli-Palestinian peace process. What is happening today? How is the U.S.-led war with Iraq affecting the entire region? What are the biggest stumbling blocks to lasting peace? What should give us the most reason for hope?"	SW03043	http://sunstonemagazine.com/audio/SW03043.mp3																				
The Ghost of Elijah: Why Non-Mormons Do Geneology For Fun	Janet Brigham Rands	"SW03044, Family history research is among the top five activities on the Internet. The majority of those doing genealogy are not Mormons. Where does the interest come from?"	SW03044	http://sunstonemagazine.com/audio/SW03044.mp3																				
COPING IN 'THE MERRY OLD LAND OF ODDS'	Robert Kirby	"SW03051, For many people, no matter if they are speaking geographically or culturally, “Mormonland,” is as strange and wonderful as Oz is to Dorothy: “Toto, I don’t think we’re in Kansas anymore.” Join us for a great lunch and light-hearted “survivor’s guide” to our own land of “Odds” presented by Robert Kirby, one of Mormonism’s best-loved humorists and most insightful observers."	SW03051	http://sunstonemagazine.com/audio/SW03051.mp3																				
MORMONISM AND GENETICS	Mary V. Rorty	"SW03061, In the early days of the American eugenics movement, trying to improve the prospects of future generations was addressed in terms of eliminating the negative (“undesirable” heritable traits) and accentuating the positive (encouraging superior families). Mormonism attracted the interest of turn-of-the-previous-century theorists, for reasons of both theory and practice, with intriguing results. Now theorists are stirring the eugenics"	SW03061	http://sunstonemagazine.com/audio/SW03061.mp3																				
THE JOURNAL OF CAROLINE BARNES CROSBY	"Edward Leo Lyman, Krys Corbett"	"SW03062, Caroline Barnes Crosby’s journal ranks as one of the most descriptive and fascinating accounts of everyday Mormon life from Kirtland and Nauvoo to Salt Lake City in the 1830s and ‘40s. And it is by far the most detailed coverage of the Church in the San Francisco Bay Area in the 1850s, including her interactions with many Church leaders, as well as the Sam Brannan family."	SW03062	http://sunstonemagazine.com/audio/SW03062.mp3																				
READERS THEATRE PERFORMANCE: EASTER IN THE EYES OF THE WOMEN	"Laura Hansen, Mary Ellen Robertson, Todd Compton, Janet Brigham Rands, Joan Petersen"	"SW03063, The Easter story is most often viewed through the eyes of the apostles and various Roman leaders. This presentation relates this miracle through the words of the women who experienced it."	SW03063	http://sunstonemagazine.com/audio/SW03063.mp3																				
GOD AT THE KITCHEN TABLE: TEACHING YOUR RELIGIOUS AND MORAL BELIEFS TO YOUR CHILDREN	"Scott Cooper, Devery S. Andersen"	"SW03064, Even if we’re not fully comfortable with the doctrines and structures of organized religion, we have an obligation to teach our own children about religion and morality. And feeling that such things are culturally “unhip” is not a good reason for ignoring this essential task. How can we instill the values we cherish and even find a place for activity in organized religion—the “gathering church”—even when we disagree with much taught there? How might we more actively create in our families a “domestic  church” that can be fun and still help teach spirituality and essential moral values?"	SW03064	http://sunstonemagazine.com/audio/SW03064.mp3																				
TWO ROADS TO THE TRUTH: APPROACHING HISTORY THROUGH RESEARCH AND IMAGINATION	"Judith Freeman, Will Bagley"	"SW03071, Judith Freeman and Will Bagley have written a prizewinning novel and prize-winning history of the darkest event in Mormon history, the Mountain Meadows Massacre. In Freeman’s Redwater, three wives of John D. Lee describe life on the ragged edge of the Mormon frontier. Bagley’s Blood of the Prophets carries forward Juanita Brooks’s work through its explorations of a wealth of new evidence. The two authors will discuss how research into original diaries, letters, and documents helped them understand and interpret these events. They will also reflect on the freedom of fiction and the constraints of history."	SW03071	http://sunstonemagazine.com/audio/SW03071.mp3																				
"SIN, SKIN, AND SEED: MISTAKES OF MEN IN THE BOOK OF MORMON"	"Thomas W. Murphy, Glenn Cornett"	"SW03072, This presentation critically examines the use of folk biology to naturalize the power and authority of white men in Mormon scripture. It identifies challenges facing Latter-day Saint communities in light of recent advances from the biological sciences. Is the Book of Mormon’s assumption that skin color reflects sinfulness consistent with biogenetic understandings of human physical variation? Are Biblical and Book of Mormon images of a patriarchal seed transmitted from fathers to sons consistent with modern understandings of biogenetic procreation? Is an Israelite heritage of Nephites and Lamanites reflected in the DNA of American Indians?"	SW03072	http://sunstonemagazine.com/audio/SW03072.mp3																				
TRADITIONAL SACRED HARP SING: MORMON HYMNS IN THEIR PRIMITIVE VERSIONS	Chris Thorman	"SW03073, Many familiar hymns in the LDS hymnal are borrowed from a 17th-century tradition known as “shape-note singing.” Join in to learn this exuberant style of  community singing, and enjoy the origins behind some of our favorite hymns!"	SW03073	http://sunstonemagazine.com/audio/SW03073.mp3																				
THE WAR WITH IRAQ THROUGH A RELIGIOUS LENS: HOW DOES RELIGION INFORM OUR CHOICES?	"Stan Christensen, Robert A. Rees, Bill Benac, Paul Montclair"	"SW03074, The intersection of religion and war is complex and complicated. Whether we look at the causes of war, processes for avoiding war, ways of resolving conflicts, or the moral imperatives of peace, Christianity and other major world faiths often have a seat at the table of influence."	SW03074	http://sunstonemagazine.com/audio/SW03074.mp3																				
RAISING OUR MIDDLE EAST I.Q.: WHAT? WHY? WHO? HOW CAN I HELP?	Dr. Omar M. Kader	"SW03081, Israel and Palestine. Egypt and Jordan. Gaza, the West Bank, and the Settlements. The PLO, Labor, and Likud. Arafat and Sharon. We hear these terms and names but often only vaguely understand what they mean. We know we should understand why the Holy Land and events in the Middle East are important but often don’t. We now President Clinton came very close to brokering a major peace accord, but may not know why those plans have faltered under President Bush. We’ve heard many Church teachings and much Mormon rhetoric about this region, its history and destiny, but we’re not sure how much has come through official channels and how much from our  favorite ward “expert” filling the information vacuum with his or her speculations. We know you’ll enjoy an engaging evening with prominent Middle East scholar, analyst, and Latter-day Saint Omar Kader as he touches on these subjects and suggests ways we as concerned citizens and Church members might become genuine agents of peace and understanding in our communities and wards."	SW03081	http://sunstonemagazine.com/audio/SW03081.mp3																				
RAISING OUR MIDDLE EAST I.Q.: What? Why? Who? How Can I Help?	Dr. Omar M. Kader	"DC03001, Israel and Palestine. Egypt and Jordan. Gaza, the West Bank, and the Settlements. The PLO, Labor, and Likud. Arafat and Sharon. We hear these terms and names but often only vaguely understand what they mean. We know we should understand why the Holy Land and events in the Middle East are important but often don't. We now President Clinton nearly brokered a major peace accord but may not know why those plans faltered under President Bush. We've heard many Church teachings and much Mormon rhetoric about this region, its history and destiny, but we're not sure how much has come through official channels and how much from our favorite ward ""expert"" filling the information vacuum with his or her speculations. We know you'll enjoy an engaging evening with Omar Kader as he touches on these subjects and suggests ways we as concerned citizens and Church members might become genuine agents of peace and understanding in our communities and wards."	DC03001	http://sunstonemagazine.com/audio/DC03001.mp3																				
SPEAKING IN A PROPHETIC VEIN: Hugh Nibley as Social Critic	"Boyd Petersen, Edgar C. Snow"	"DC03011, Eugene England has called Hugh Nibley ìthe finest lay (in contrast to officially called) prophet of the Latter-day Saint people,î and has argued that Nibley ìmost perceptively describes our sins, most courageously and persistently calls us to repentance, and most accurately predicts our future if we will not repent.î England may be guilty of hyperbole, but most would agree that Hugh Nibley has had a gift for sizing up the spiritual state of society and the ability to call us to repentance in plain but sincere words. It is interesting to discover that he has had this gift since he was a teenager. Further, perhaps there is something for us to learn from Hughí's style of criticism: He has never been censured for his sometimes-biting words about the Mormon community. And although his influence has not been universally embraced by the Church, it has been deeply felt by many."	DC03011	http://sunstonemagazine.com/audio/DC03011.mp3																				
THE LIBERAL RELIGIOUS TRADITION IN MORMONISM: A Personal View of Developments in the Late Twentieth Century	"Bruce L. Baker, Dan Wotherspoon"	"DC03012, Liberal religion believes in a limited God, holds an optimistic view of human nature, and values reason as a source of religious information. Mormonism emerged in the nineteenth century primarily as a liberal religion. This tradition in Mormonism has been strong but has coexisted also with strong conservative elements. Recently, however, Mormonism has clearly become more identified with conservative religious elements that emphasize belief in an all-powerful God, distrust human nature, and value authority as the source of religious knowledge. As a Mormon raised in the liberal tradition, I chronicle this transformation through my personal experience and propose a religious stance and course of action that might resurrect and advance Mormonismís liberal religious tradition."	DC03012	http://sunstonemagazine.com/audio/DC03012.mp3																				
DO WHAT IS RIGHT: Activism in Today's World	Denise Nelson	"DC03013, Whether we choose to stand up for the protection of the environment, human rights, civil rights, or ìlove of country,î it is a courageous act to become ìactiveî in todayís world. Todayí's activist is no longer just the public extremist or (mostly) long-haired protester we see arrested on the evening news. Todayís activists are just as likely to include a grandmother with a fast internet connection or a child who sends a letter to the White House. Doing what is right, trying to improve the world around us, is not for the weak-hearted. The journey can be difficult but also surprisingly rewarding."	DC03013	http://sunstonemagazine.com/audio/DC03013.mp3																				
"REFLECTIONS ON WAR: Competing Loyalties, Commands, and Impulses"	"Jinelle Monk, Terry D. Kester, Nancy Kader, and J. Bonnie Ritchie"	"DC03021, War, perhaps more than any other circumstance, forces us as thoughtful persons to confront important philosophical, ethical, and religious questions. It demands that we recognize our moral outrage over unthinkable crimes and squarely face that part of ourselves that wants to lash out and punish evildoers. For others, the call of Christianity---óthat we love our neighbors as ourselves and even learn to love (not kill) our enemies---ótakes center stage in their reasoning. Many of us also have a strong desire to believe our government is acting upon good information and sound moral principles and hope to answer the call of ìgood citizenship î (however ambiguous that may be). So how should we sort through these competing drives? Come hear how several of your neighbors are working through these questions. And please share your own experiences."	DC03021	http://sunstonemagazine.com/audio/DC03021.mp3																				
"THE PROCLAMATION ON THE FAMILY: the Way We Ought to Be, or the Way We Never Were?"	"Rebecca Chandler, Brad Hess, Doryl Jensen"	"DC03022, Issued in 1995, The Family: A Proclamation to the World, includes statements once considered conventional wisdom. Forty years ago, for example, practically everyone would have agreed ìchildren are entitled . . . to be reared by a father and a mother who honor marital vows.î Today, however, such an ideal excludes many who claim their non-conforming lifestyles are equally valid. Should Murphy Brown or Rosie OíDonnell strive to be more like Ward and June Cleaver? Is society today best served by the traditional nuclear family ideal? Or, should we abandon that ideal in favor of greater diversity?"	DC03022	http://sunstonemagazine.com/audio/DC03022.mp3																				
"CHOOSING THE RIGHT AND OTHER CONSUMER TRENDS: Reflections on Mormons, Marketing and Art"	"Neal Chandler, Julie Curtis"	"DC03023, I have on my desk a catalog offering LDS products for sale. There is, of course, the Truthó---for which we Latter-day Saints hold patent and distribution rightsó but also a great deal of fiction, stoutly adapted to the requirements of truth. And there is much, much more, a bewildering array of devotional arts and crafts that tempt me to speculate about the laws and forces that govern this market."	DC03023	http://sunstonemagazine.com/audio/DC03023.mp3																				
"NATIONAL CULTURE, PERSONALITY, AND THEOCRACY IN THE EARLY MORMON CULTURE OF VIOLENCE"	D. Michael Quinn	"DC03031, Aside from the Revolutionary War, Civil War, and Wild West, most Americans like to think of their countryí's distant past either as calmly benign or as a morality play in which the ìusî always wore white hats and the ""ìthem""î were always in black. For similar reasons, most Latter-day Saints usually think the same of their Churchís past. During the lifetime of founder Joseph Smith, however, Mormonism was a violent religious subculture within a violent national culture, and the Us-Them boundaries were often blurred. This paper explores overlapping factors of national culture, personality, and theocracy in trying to understand the Mormon foundational periodís culture of violence."	DC03031	http://sunstonemagazine.com/audio/DC03031.mp3																				
COPING IN THE MERRY OLD LAND OF 'ODDS'	Robert Kirby	"DC03041, For many people, no matter if they are speaking geographically or culturally, ì""Mormonland""î is as strange and wonderful as Oz is to Dorothy: ìToto, I donít think we'íre in Kansas anymore.î Join us for lunch and a lighthearted survivorís guide to our own land of Odds presented by Robert Kirby, one of Mormonismís best-loved humorists and most insightful observers."	DC03041	http://sunstonemagazine.com/audio/DC03041.mp3																				
DIGITAL RITUAL: The Emergent Digital Identity of the Mormon Church	"Nick Hales, Jinelle Monk"	"DC03051, The biographer Fawn Brodie emphasized Joseph Smithí's audacity in utilizing a communications technology--óthe printing press--óto disseminate a new religious identity: ì[He] dared to found a new religion in the age of printing.î After Smithí's martyrdom in 1844, the Mormon Church continued his technological audacity, progressively adopting the telecommunications technologies of the late nineteenth and early twentieth centuries. Similarly, contemporary Mormon prophets have ambitiously adopted todayí's digital telecommunications technologies. So ì""wired""î is the Church that digital technologies are now integrated into the heart of our worship and sacred rituals. And other key  aspects of contemporary Mormon religious identity are also digital. Why are we so wired? What elements in LDS theology have led to this embrace of the digital age? What will the future hold?"	DC03051	http://sunstonemagazine.com/audio/DC03051.mp3																				
DID MORMON MUMMIES FIND A HOME AT THE CARLOS MUSEUM IN ATLANTA? On the Trail of the Missing Joseph Smith Mummies and Papyri	Edgar C.  Snow	"DC03052, In 1999, the Michael C. Carlos Museum in Atlanta purchased a collection of Egyptian artifacts, including ten coffins and nine mummies, formerly owned by ìThe Niagara Falls Museum and Daredevil Hall of Fame.î Recent research confirms four of these mummies had apparently been purchased by the Niagara Falls Museum from the Wood'ís Museum in Chicago in 1878--óseven years after the Chicago fire of 1871 supposedly destroyed the Woodí's Museumís entire Egyptian collection. It is well known that  the Woodí's Museum owned two of the mummies formerly owned by Joseph Smith, as well as a portion of the Egyptian papyri associated with the Book of Abraham that was not part of the ìdiscoveryî at the Metropolitan Museum of Art in 1967. So, are two of Smithí's mummies now in the Carlos Museum? I'íll examine the evidence. Ií'll also shed further light on certain ill-understood aspects of the 1878 eastern mission of Orson Pratt and Joseph F. Smith and their apparent attempt to purchase this portion of the  Egyptian papyri from the Wood'ís Museum."	DC03052	http://sunstonemagazine.com/audio/DC03052.mp3																				
A PLACE CALLED LITTLE UTAH	Parker Blount	"DC03053, My experiences growing up in a small rural LDS branch in Georgia differ greatly from what I see and experience in the Church now. These differences might be compared to a ì""mom and pop store""î being subsumed by a corporate giant, but it is more. In this reflection, I muse on the importance of ìplaceî in our Church culture. As things are unfolding, place seems to be of value to current Church leaders simply as historical artifact. By disincorporating place, is the Church in danger of fostering cultural indoctrination in place of religious faith?"	DC03053	http://sunstonemagazine.com/audio/DC03053.mp3																				
LDS PRAXIS: Integrating Gospel Teachings with Social Action	"Becky Linford, Warner Woodworth"	"DC03061, This session will demonstrate how many Latter-day Saints are changing the world by fusing core gospel principles with personal acts of humanitarian service. Values such as stewardship, consecration, and sacrifice are having global impacts and empowering the poor. Individuals, families, neighbors, church groups, and businesses are creating new social-purpose ventures to bless those who suffer and build self-reliance. In the wake of the tragedies of 11 September 2001 and during these troubled times of war and a struggling economy, many of us strongly desire to become involved in life-affirming projects. What exactly can we do? Where should we begin?"	DC03061	http://sunstonemagazine.com/audio/DC03061.mp3																				
The Dream Deferred: An Examination of the Goals of Dr. Martin Luther King Jr. in Today's Society	"Martin Luther King III, New Pilgrim Baptist Church Choir"	"SL03091, This year marks the fortieth anniversary of the March on Washington, at which Dr. Martin Luther King Jr. delivered his famous “I Have a Dream” speech, and the thirty-fifth anniversary of Dr. King’s assassination. It also marks the twenty-fifth anniversary of the revelation reversing The Church of Jesus Christ of Latter-day Saints’ policy of denying priesthood and temple blessings to its members of black African descent. Dr. King envisioned a “beloved community” as a realistic, achievable goal in which there is  no poverty, hunger, homelessness, nor racism, for in this community, all forms of discrimination, bigotry, and prejudice are replaced by an all-inclusive spirit of sisterhood and brotherhood. Latter-day Saints speak of the achievable goal of Zion in which all are “of one heart and one mind, . . . [with] no poor among them” and where all, regardless of race or social status, are understood as “alike unto God.” How are we as Americans and world citizens doing in achieving the dream of the beloved community? as Latter-day Saints in the pursuit of building Zion? What might we learn as we bring together the energies and focused reflection created by landmark anniversaries to move forward with renewed faith and enthusiasm to build such societies?"	SL03091	http://sunstonemagazine.com/audio/SL03091.mp3																				
Devotional: Science and Humility	Terry Terman	"SL03091, This year marks the fortieth anniversary of the March on Washington, at which Dr. Martin Luther King Jr. delivered his famous “I Have a Dream” speech, and the thirty-fifth anniversary of Dr. King’s assassination. It also marks the twenty-fifth anniversary of the revelation reversing The Church of Jesus Christ of Latter-day Saints’ policy of denying priesthood and temple blessings to its members of black African descent. Dr. King envisioned a “beloved community” as a realistic, achievable goal in which there is  no poverty, hunger, homelessness, nor racism, for in this community, all forms of discrimination, bigotry, and prejudice are replaced by an all-inclusive spirit of sisterhood and brotherhood. Latter-day Saints speak of the achievable goal of Zion in which all are “of one heart and one mind, . . . [with] no poor among them” and where all, regardless of race or social status, are understood as “alike unto God.” How are we as Americans and world citizens doing in achieving the dream of the beloved community? as Latter-day Saints in the pursuit of building Zion? What might we learn as we bring together the energies and focused reflection created by landmark anniversaries to move forward with renewed faith and enthusiasm to build such societies?"	SL03101	http://sunstonemagazine.com/audio/SL03101.mp3																				
A Sunstone Town Meeting	"Sunstone Staff and Board of Directors, J. Frederick ""Toby"" Pingree"	"SL03091, This year marks the fortieth anniversary of the March on Washington, at which Dr. Martin Luther King Jr. delivered his famous “I Have a Dream” speech, and the thirty-fifth anniversary of Dr. King’s assassination. It also marks the twenty-fifth anniversary of the revelation reversing The Church of Jesus Christ of Latter-day Saints’ policy of denying priesthood and temple blessings to its members of black African descent. Dr. King envisioned a “beloved community” as a realistic, achievable goal in which there is  no poverty, hunger, homelessness, nor racism, for in this community, all forms of discrimination, bigotry, and prejudice are replaced by an all-inclusive spirit of sisterhood and brotherhood. Latter-day Saints speak of the achievable goal of Zion in which all are “of one heart and one mind, . . . [with] no poor among them” and where all, regardless of race or social status, are understood as “alike unto God.” How are we as Americans and world citizens doing in achieving the dream of the beloved community? as Latter-day Saints in the pursuit of building Zion? What might we learn as we bring together the energies and focused reflection created by landmark anniversaries to move forward with renewed faith and enthusiasm to build such societies?"	SL03111	http://sunstonemagazine.com/audio/SL03111.mp3																				
